Cell Name;Region Name;Person Name;Activity;Start Time;End Time
B7;LAYERING_Receiving;LAY-2;Lifting;10:53:04;10:53:25
A7;LAYERING_Receiving;LAY-2;Walk;10:53:28;10:53:40
B7;LAYERING_Receiving;LAY-2;Lifting;10:53:41;10:54:01
A7;LAYERING_Receiving;LAY-2;Walk;10:54:04;10:55:15
B7;LAYERING_Receiving;LAY-2;Stand;10:55:17;10:55:51
B8;LAYERING_Receiving;LAY-2;Lifting;10:55:51;10:56:19
B10;LAYERING_TempoStore;LAY-2;Walk;10:56:19;10:56:30
B6;LAYERING_Receiving;LAY-2;Sit;10:56:30;10:57:26
B8;LAYERING_Receiving;LAY-3;Stand;10:50:12;10:51:07
B9;LAYERING_Receiving;LAY-3;Lifting;10:51:07;10:51:41
A6;LAYERING_Receiving;LAY-3;Walk;10:51:44;10:51:52
A8;LAYERING_Receiving;LAY-3;Lifting;10:51:53;10:52:16
A7;LAYERING_Receiving;LAY-3;Walk;10:52:17;10:52:24
A9;LAYERING_Receiving;LAY-3;Lifting;10:52:24;10:52:49
A6;LAYERING_Receiving;LAY-3;Walk;10:52:52;10:53:03
B9;LAYERING_Receiving;LAY-3;Lifting;10:53:03;10:53:25
A7;LAYERING_Receiving;LAY-3;Walk;10:53:29;10:53:38
B10;LAYERING_TempoStore;LAY-3;Lifting;10:53:40;10:54:01
A7;LAYERING_Receiving;LAY-3;Walk;10:54:05;10:54:40
C6;LAYERING_Feeding;LAY-4;Stand;10:50:12;10:50:50
B6;LAYERING_Receiving;LAY-4;Lifting;10:50:50;10:51:11
A6;LAYERING_Receiving;LAY-4;Walk;10:51:11;10:51:42
B6;LAYERING_Receiving;LAY-4;Lifting;10:51:44;10:51:57
A7;LAYERING_Receiving;LAY-4;Walk;10:51:57;10:52:17
B7;LAYERING_Receiving;LAY-4;Lifting;10:52:17;10:52:33
A7;LAYERING_Receiving;LAY-4;Walk;10:52:35;10:52:54
B7;LAYERING_Receiving;LAY-4;Lifting;10:52:57;10:53:14
A7;LAYERING_Receiving;LAY-4;Walk;10:53:20;10:53:30
B7;LAYERING_Receiving;LAY-4;Lifting;10:53:32;10:53:47
A7;LAYERING_Receiving;LAY-4;Walk;10:53:47;10:54:16
A5;LAYERING_Receiving;LAY-4;Walk;10:54:16;10:54:35
A8;LAYERING_Receiving;LAY-4;Stand;10:54:35;10:55:22
C10;LAYERING_Receiving;LAY-4;Walk;10:55:28;10:55:52
C9;LAYERING_Receiving;LAY-4;Stand;10:55:54;10:57:26
B13;LAYERING_Feeding;LAY-5;Walk;10:52:36;10:52:22
B13;LAYERING_Feeding;LAY-5;Lifting;10:52:57;10:53:26
B12;LAYERING_TempoStore;LAY-5;Lifting;10:53:35;10:53:53
B12;LAYERING_TempoStore;LAY-5;Lifting;10:54:00;10:54:16
B12;LAYERING_TempoStore;LAY-5;Walk;10:54:43;10:54:50
A9;LAYERING_Receiving;LAY-5;Walk;10:55:12;10:55:31
E13;LAYERING_Feeding;LAY-6;Layering-Operator;10:50:13;10:57:26
F6;LAYERING_Feeding;LAY-7;Layering-Operator;10:50:14;10:57:24
A9;LAYERING_Receiving;LAY-1;Rolling-Receiver;10:58:28;10:58:49
A9;LAYERING_Receiving;LAY-1;Rolling-Receiver;10:58:51;11:07:49
B7;LAYERING_Receiving;LAY-1;Stand;11:07:54;11:08:35
A9;LAYERING_Receiving;LAY-1;Rolling-Receiver;11:08:40;11:10:45
B7;LAYERING_Receiving;LAY-2;Rolling-Receiver;10:58:26;11:07:47
B8;LAYERING_Receiving;LAY-2;Stand;11:07:51;11:08:47
B7;LAYERING_Receiving;LAY-2;Rolling-Receiver;11:08:49;11:10:39
A9;LAYERING_Receiving;LAY-3;Sit;11:00:54;11:10:30
C10;LAYERING_Receiving;LAY-4;Rolling-Receiver;10:58:25;11:01:43
B11;LAYERING_TempoStore;LAY-4;Walk;11:01:50;11:02:02
B6;LAYERING_Receiving;LAY-4;Walk;11:02:05;11:02:50
C5;LAYERING_Feeding;LAY-4;Sit;11:05:25;11:10:36
C12;LAYERING_Feeding;LAY-5;Rolling-Feeder;11:01:38;11:07:43
C10;LAYERING_Receiving;LAY-5;Stand;11:07:49;11:08:19
B13;LAYERING_Feeding;LAY-5;Lifting;11:08:23;11:08:51
C12;LAYERING_Feeding;LAY-5;Rolling-Feeder;11:08:54;11:10:39
E6;LAYERING_Feeding;LAY-6;Lifting;10:58:23;10:58:53
B6;LAYERING_Receiving;LAY-6;Walk;10:58:55;10:59:03
E7;LAYERING_Feeding;LAY-6;Lifting;10:59:07;10:59:26
B5;LAYERING_Feeding;LAY-6;Walk;10:59:30;10:59:40
E7;LAYERING_Feeding;LAY-6;Lifting;10:59:42;11:00:02
B5;LAYERING_Feeding;LAY-6;Walk;11:00:05;11:00:13
E7;LAYERING_Feeding;LAY-6;Lifting;11:00:15;11:00:39
B5;LAYERING_Feeding;LAY-6;Walk;11:00:42;11:00:56
E6;LAYERING_Feeding;LAY-6;Lifting;11:01:00;11:01:23
B5;LAYERING_Feeding;LAY-6;Walk;11:01:26;11:01:35
E7;LAYERING_Feeding;LAY-6;Lifting;11:01:37;11:01:57
C5;LAYERING_Feeding;LAY-6;Walk;11:02:02;11:02:12
E7;LAYERING_Feeding;LAY-6;Lifting;11:02:14;11:02:31
B5;LAYERING_Feeding;LAY-6;Walk;11:02:36;11:02:47
E7;LAYERING_Feeding;LAY-6;Lifting;11:02:50;11:03:05
B6;LAYERING_Receiving;LAY-6;Walk;11:03:08;11:03:23
E7;LAYERING_Feeding;LAY-6;Lifting;11:03:30;11:03:46
B5;LAYERING_Feeding;LAY-6;Walk;11:03:50;11:04:02
E6;LAYERING_Feeding;LAY-6;Lifting;11:04:05;11:04:23
C5;LAYERING_Feeding;LAY-6;Walk;11:04:27;11:04:36
E7;LAYERING_Feeding;LAY-6;Lifting;11:04:38;11:04:58
C5;LAYERING_Feeding;LAY-6;Walk;11:05:01;11:05:12
E5;LAYERING_Feeding;LAY-6;Lifting;11:05:16;11:05:38
B5;LAYERING_Feeding;LAY-6;Walk;11:05:41;11:05:53
E6;LAYERING_Feeding;LAY-6;Lifting;11:05:56;11:06:14
B5;LAYERING_Feeding;LAY-6;Walk;11:06:16;11:06:29
E7;LAYERING_Feeding;LAY-6;Lifting;11:06:34;11:06:44
E13;LAYERING_Feeding;LAY-6;Sit;11:06:55;11:09:47
F5;LAYERING_Feeding;LAY-7;Lifting;10:58:24;10:58:46
C5;LAYERING_Feeding;LAY-7;Walk;10:58:52;10:59:00
F6;LAYERING_Feeding;LAY-7;Lifting;10:59:02;10:59:25
C6;LAYERING_Feeding;LAY-7;Walk;10:59:28;10:59:39
F6;LAYERING_Feeding;LAY-7;Lifting;10:59:40;10:59:59
C5;LAYERING_Feeding;LAY-7;Walk;11:00:03;11:00:11
F7;LAYERING_Feeding;LAY-7;Lifting;11:00:12;11:00:42
F6;LAYERING_Feeding;LAY-7;Lifting;11:00:52;11:01:17
C5;LAYERING_Feeding;LAY-7;Walk;11:01:19;11:01:33
F7;LAYERING_Feeding;LAY-7;Lifting;11:01:36;11:01:54
C6;LAYERING_Feeding;LAY-7;Walk;11:01:58;11:02:09
F7;LAYERING_Feeding;LAY-7;Lifting;11:02:11;11:02:30
C5;LAYERING_Feeding;LAY-7;Walk;11:02:32;11:02:41
F7;LAYERING_Feeding;LAY-7;Lifting;11:02:44;11:03:02
C6;LAYERING_Feeding;LAY-7;Walk;11:03:05;11:03:14
F8;LAYERING_Feeding;LAY-7;Lifting;11:03:16;11:03:40
C6;LAYERING_Feeding;LAY-7;Walk;11:03:43;11:03:55
F8;LAYERING_Feeding;LAY-7;Lifting;11:03:57;11:04:22
C6;LAYERING_Feeding;LAY-7;Walk;11:04:24;11:04:31
F8;LAYERING_Feeding;LAY-7;Lifting;11:04:32;11:04:57
C6;LAYERING_Feeding;LAY-7;Walk;11:04:59;11:05:10
F7;LAYERING_Feeding;LAY-7;Lifting;11:05:14;11:05:32
C6;LAYERING_Feeding;LAY-7;Walk;11:05:37;11:05:49
F7;LAYERING_Feeding;LAY-7;Lifting;11:05:51;11:06:10
C6;LAYERING_Feeding;LAY-7;Walk;11:06:12;11:06:20
F7;LAYERING_Feeding;LAY-7;Lifting;11:06:26;11:06:46
F7;LAYERING_Feeding;LAY-7;Sit;11:06:52;11:10:41
A9;LAYERING_Receiving;LAY-1;Rolling-Receiver;11:10:56;11:16:03
A9;LAYERING_Receiving;LAY-1;Sit;11:16:06;11:16:18
A9;LAYERING_Receiving;LAY-1;Rolling-Receiver;11:16:21;11:18:09
B7;LAYERING_Receiving;LAY-2;Rolling-Receiver;11:12:17;11:15:40
B6;LAYERING_Receiving;LAY-2;Rolling-Receiver;11:15:51;11:18:19
B11;LAYERING_TempoStore;LAY-3;Sit;11:10:50;11:18:18
C7;LAYERING_Receiving;LAY-4;Rolling-Operator;11:10:50;11:15:51
C7;LAYERING_Receiving;LAY-4;Sit;11:15:54;11:16:31
C7;LAYERING_Receiving;LAY-4;Rolling-Operator;11:16:35;11:18:18
C12;LAYERING_Feeding;LAY-5;Rolling-Feeder;11:10:50;11:15:48
C12;LAYERING_Feeding;LAY-5;Lifting;11:15:52;11:16:22
C12;LAYERING_Feeding;LAY-5;Rolling-Feeder;11:16:25;11:17:01
B11;LAYERING_TempoStore;LAY-5;Lifting;11:17:05;11:18:19
F7;LAYERING_Feeding;LAY-7;Sit;11:10:50;11:11:10
E6;LAYERING_Feeding;LAY-7;Walk;11:11:15;11:11:24
A8;LAYERING_Receiving;LAY-7;Lifting;11:17:41;11:17:52
B8;LAYERING_Receiving;LAY-1;Stand;11:20:42;11:21:16
A9;LAYERING_Receiving;LAY-1;Rolling-Receiver;11:21:20;11:27:13
E10;LAYERING_Receiving;LAY-1;Stand;11:27:17;11:28:18
E9;LAYERING_Receiving;LAY-1;Sit;11:28:22;11:29:19
E10;LAYERING_Receiving;LAY-1;Rolling-Receiver;11:29:22;11:31:46
E9;LAYERING_Receiving;LAY-1;Rolling-Receiver;11:31:52;11:33:24
B9;LAYERING_Receiving;LAY-2;Stand;11:20:39;11:21:14
B7;LAYERING_Receiving;LAY-2;Sit;11:21:17;11:21:30
B7;LAYERING_Receiving;LAY-2;Rolling-Receiver;11:21:33;11:21:50
E4;LAYERING_Feeding;LAY-2;Rolling-Receiver;11:22:12;11:22:31
C3;LAYERING_Receiving;LAY-2;Stand;11:22:35;11:22:51
B8;LAYERING_Receiving;LAY-2;Walk;11:22:55;11:23:03
B11;LAYERING_TempoStore;LAY-3;Sit;11:20:45;11:21:29
B7;LAYERING_Receiving;LAY-3;Rolling-Receiver;11:21:32;11:22:50
C8;LAYERING_Receiving;LAY-3;Walk;11:22:54;11:23:01
D9;LAYERING_Receiving;LAY-3;Stand;11:25:45;11:25:54
E11;LAYERING_Receiving;LAY-3;Sit;11:25:58;11:31:29
E12;LAYERING_Feeding;LAY-3;Lifting;11:31:33;11:31:55
E11;LAYERING_Receiving;LAY-3;Sit;11:32:00;11:33:23
E4;LAYERING_Feeding;LAY-4;Sit;11:22:38;11:25:49
F10;LAYERING_Receiving;LAY-4;Rolling-Receiver;11:25:52;11:28:20
F10;LAYERING_Receiving;LAY-4;Sit;11:28:22;11:32:14
A9;LAYERING_Receiving;LAY-5;Walk;11:20:53;11:20:59
C9;LAYERING_Receiving;LAY-5;Rolling-Receiver;11:21:01;11:27:02
C6;LAYERING_Feeding;LAY-5;Lifting;11:27:16;11:27:26
C4;LAYERING_Feeding;LAY-5;Lifting;11:27:30;11:27:47
C6;LAYERING_Feeding;LAY-5;Lifting;11:27:51;11:28:05
C5;LAYERING_Feeding;LAY-5;Lifting;11:28:07;11:28:23
C4;LAYERING_Feeding;LAY-5;Lifting;11:28:26;11:28:48
C6;LAYERING_Feeding;LAY-5;Lifting;11:28:51;11:29:15
F14;LAYERING_Feeding;LAY-5;Rolling-Feeder;11:29:18;11:33:22
A9;LAYERING_Receiving;LAY-6;Sit;11:20:46;11:23:16
C6;LAYERING_Feeding;LAY-6;Rolling-Receiver;11:23:21;11:25:21
E9;LAYERING_Receiving;LAY-6;Sit;11:25:25;11:33:13
A8;LAYERING_Receiving;LAY-7;Walk;11:20:52;11:21:00
B7;LAYERING_Receiving;LAY-7;Sit;11:21:03;11:24:54
E11;LAYERING_Receiving;LAY-7;Rolling-Receiver;11:25:26;11:25:51
D9;LAYERING_Receiving;LAY-7;Walk;11:25:54;11:26:05
F8;LAYERING_Feeding;LAY-7;Sit;11:26:08;11:33:07
E8;LAYERING_Receiving;LAY-7;Walk;11:33:10;11:33:24
E9;LAYERING_Receiving;LAY-3;Sit;11:20:42;11:20:44
E10;LAYERING_Receiving;LAY-1;Rolling-Receiver;11:33:34;11:34:12
E9;LAYERING_Receiving;LAY-1;Stand;11:34:16;11:35:04
E9;LAYERING_Receiving;LAY-1;Rolling-Receiver;11:35:08;11:40:38
D6;LAYERING_Receiving;LAY-2;Walk;11:33:59;11:34:12
F10;LAYERING_Receiving;LAY-2;Stand;11:34:14;11:34:44
D9;LAYERING_Receiving;LAY-2;Walk;11:34:46;11:34:56
D9;LAYERING_Receiving;LAY-2;Walk;11:35:34;11:35:50
F9;LAYERING_Receiving;LAY-2;Stand;11:35:53;11:36:19
F9;LAYERING_Receiving;LAY-2;Rolling-Receiver;11:36:21;11:37:11
E7;LAYERING_Feeding;LAY-2;Stand;11:37:14;11:38:30
F9;LAYERING_Receiving;LAY-2;Rolling-Receiver;11:38:33;11:40:35
D11;LAYERING_Receiving;LAY-3;Sit;11:33:32;11:37:19
E11;LAYERING_Receiving;LAY-3;Rolling-Receiver;11:37:20;11:39:16
E11;LAYERING_Receiving;LAY-3;Sit;11:39:21;11:40:33
F10;LAYERING_Receiving;LAY-4;Rolling-Receiver;11:33:32;11:40:35
F14;LAYERING_Feeding;LAY-5;Rolling-Feeder;11:33:32;11:34:30
F13;LAYERING_Feeding;LAY-5;Sit;11:34:33;11:34:46
F13;LAYERING_Feeding;LAY-5;Rolling-Feeder;11:34:50;11:40:33
E9;LAYERING_Receiving;LAY-1;Stand;11:42:40;11:43:08
D9;LAYERING_Receiving;LAY-1;Stand;11:43:08;11:43:33
E8;LAYERING_Receiving;LAY-1;Sit;11:43:36;11:44:23
E9;LAYERING_Receiving;LAY-1;Rolling-Receiver;11:44:27;11:46:15
E13;LAYERING_Feeding;LAY-2;Lifting;11:42:38;11:42:58
F13;LAYERING_Feeding;LAY-2;Stand;11:43:01;11:43:11
D13;LAYERING_Feeding;LAY-2;Lifting;11:43:14;11:43:37
E14;LAYERING_Receiving;LAY-2;Stand;11:43:42;11:43:55
D11;LAYERING_Receiving;LAY-2;Walk;11:43:58;11:44:05
F9;LAYERING_Receiving;LAY-2;Stand;11:44:08;11:44:33
F9;LAYERING_Receiving;LAY-2;Assiting;11:44:36;11:44:41
F9;LAYERING_Receiving;LAY-2;Stand;11:44:43;11:44:58
F9;LAYERING_Receiving;LAY-2;Assiting;11:45:00;11:45:06
F9;LAYERING_Receiving;LAY-2;Rolling-Receiver;11:45:08;11:45:18
F9;LAYERING_Receiving;LAY-2;Rolling-Receiver;11:45:20;11:46:25
D6;LAYERING_Receiving;LAY-3;Walk;11:45:21;11:45:35
D10;LAYERING_Receiving;LAY-3;Stand;11:45:37;11:45:48
E9;LAYERING_Receiving;LAY-3;Assiting;11:45:51;11:46:00
E9;LAYERING_Receiving;LAY-3;Stand;11:46:03;11:46:25
F9;LAYERING_Receiving;LAY-4;Stand;11:42:38;11:42:54
F9;LAYERING_Receiving;LAY-4;Sit;11:42:57;11:43:13
F9;LAYERING_Receiving;LAY-4;Sit;11:43:16;11:44:08
F9;LAYERING_Receiving;LAY-4;Rolling-Receiver;11:44:11;11:45:11
F9;LAYERING_Receiving;LAY-4;Stand;11:45:13;11:45:21
F9;LAYERING_Receiving;LAY-4;Stand;11:45:25;11:46:08
F9;LAYERING_Receiving;LAY-4;Assiting;11:46:10;11:46:23
D10;LAYERING_Receiving;LAY-5;Lifting;11:42:38;11:42:52
D10;LAYERING_Receiving;LAY-5;Lifting;11:42:55;11:43:01
D9;LAYERING_Receiving;LAY-5;Stand;11:43:04;11:43:14
D9;LAYERING_Receiving;LAY-5;Lifting;11:43:16;11:43:50
F13;LAYERING_Feeding;LAY-5;Rolling-Feeder;11:43:55;11:46:25
E9;LAYERING_Receiving;LAY-1;Rolling-Receiver;11:46:50;11:50:31
F9;LAYERING_Receiving;LAY-2;Rolling-Receiver;11:46:54;11:50:39
E9;LAYERING_Receiving;LAY-3;Stand;11:46:53;11:50:31
G9;LAYERING_Receiving;LAY-4;Stand;11:46:53;11:47:04
F9;LAYERING_Receiving;LAY-4;Assiting;11:47:08;11:47:18
F9;LAYERING_Receiving;LAY-4;Stand;11:47:22;11:48:11
F9;LAYERING_Receiving;LAY-4;Assiting;11:48:14;11:48:20
F9;LAYERING_Receiving;LAY-4;Stand;11:48:24;11:48:40
F9;LAYERING_Receiving;LAY-4;Assiting;11:48:41;11:48:46
F9;LAYERING_Receiving;LAY-4;Stand;11:48:49;11:49:12
F9;LAYERING_Receiving;LAY-4;Assiting;11:49:15;11:49:23
F9;LAYERING_Receiving;LAY-4;Stand;11:49:26;11:50:34
F13;LAYERING_Feeding;LAY-5;Rolling-Feeder;11:46:50;11:49:57
F13;LAYERING_Feeding;LAY-5;Rolling-Feeder;11:50:00;11:50:35
D9;LAYERING_Receiving;LAY-1;Sit;13:24:01;13:24:23
D9;LAYERING_Receiving;LAY-1;Rolling-Receiver;13:24:27;13:36:36
E6;LAYERING_Feeding;LAY-1;Stand;13:36:40;13:37:40
D9;LAYERING_Receiving;LAY-1;Sit;13:37:43;13:38:12
D9;LAYERING_Receiving;LAY-1;Rolling-Receiver;13:38:15;13:38:15
E8;LAYERING_Receiving;LAY-2;Sit;13:23:50;13:24:06
E8;LAYERING_Receiving;LAY-2;Sit;13:24:17;13:24:33
E8;LAYERING_Receiving;LAY-2;Rolling-Receiver;13:24:37;13:36:21
E5;LAYERING_Feeding;LAY-2;Stand;13:36:24;13:37:31
F9;LAYERING_Receiving;LAY-2;Sit;13:37:41;13:38:17
D10;LAYERING_Receiving;LAY-3;Sit;13:23:50;13:25:17
D10;LAYERING_Receiving;LAY-3;Assiting;13:25:20;13:25:31
D10;LAYERING_Receiving;LAY-3;Sit;13:25:33;13:27:09
D10;LAYERING_Receiving;LAY-3;Walk;13:27:11;13:27:27
D7;LAYERING_Receiving;LAY-3;Walk;13:29:24;13:29:32
D10;LAYERING_Receiving;LAY-3;Stand;13:29:35;13:31:55
D10;LAYERING_Receiving;LAY-3;Assiting;13:31:58;13:32:08
D10;LAYERING_Receiving;LAY-3;Sit;13:32:10;13:33:49
D10;LAYERING_Receiving;LAY-3;Assiting;13:33:51;13:34:01
D10;LAYERING_Receiving;LAY-3;Sit;13:34:03;13:34:51
D11;LAYERING_Receiving;LAY-3;Assiting;13:34:54;13:35:06
D10;LAYERING_Receiving;LAY-3;Sit;13:35:10;13:36:08
D10;LAYERING_Receiving;LAY-3;Sit;13:36:21;13:38:13
E11;LAYERING_Receiving;LAY-5;Stand;13:23:50;13:24:47
D9;LAYERING_Receiving;LAY-5;Assiting;13:24:53;13:27:45
D9;LAYERING_Receiving;LAY-5;Sit;13:27:48;13:28:34
D8;LAYERING_Receiving;LAY-5;Assiting;13:28:36;13:36:25
D8;LAYERING_Receiving;LAY-5;Sit;13:36:28;13:38:16
E7;LAYERING_Feeding;LAY-6;Sit;13:23:54;13:24:54
E7;LAYERING_Feeding;LAY-6;Assiting;13:24:59;13:27:42
D10;LAYERING_Receiving;LAY-6;Sit;13:27:45;13:29:33
E7;LAYERING_Feeding;LAY-6;Stand;13:29:37;13:29:46
E7;LAYERING_Feeding;LAY-6;Walk;13:29:48;13:30:06
D9;LAYERING_Receiving;LAY-1;Sit;13:38:37;13:38:38
D9;LAYERING_Receiving;LAY-1;Rolling-Receiver;13:38:42;13:43:29
E8;LAYERING_Receiving;LAY-2;Rolling-Receiver;13:38:26;13:43:26
D10;LAYERING_Receiving;LAY-3;Sit;13:38:28;13:40:09
D10;LAYERING_Receiving;LAY-3;Assiting;13:40:13;13:40:24
D10;LAYERING_Receiving;LAY-3;Sit;13:40:28;13:42:01
D10;LAYERING_Receiving;LAY-3;Sit;13:42:04;13:42:58
D10;LAYERING_Receiving;LAY-3;Assiting;13:43:01;13:43:19
D8;LAYERING_Receiving;LAY-5;Sit;13:38:36;13:39:01
D8;LAYERING_Receiving;LAY-5;Assiting;13:39:06;13:39:35
D8;LAYERING_Receiving;LAY-5;Sit;13:39:41;13:39:37
D8;LAYERING_Receiving;LAY-5;Assiting;13:39:44;13:43:18
G14;LAYERING_Feeding;LAY-6;Layering-Operator;13:38:32;13:43:23
B9;LAYERING_Receiving;LAY-1;Lifting;13:53:25;13:53:24
B9;LAYERING_Receiving;LAY-1;Stand;13:53:28;13:53:38
D10;LAYERING_Receiving;LAY-1;Sit;13:53:42;13:54:17
E12;LAYERING_Feeding;LAY-1;Rolling-Feeder;13:54:20;13:58:09
B11;LAYERING_TempoStore;LAY-1;Lifting;13:58:15;13:58:30
B13;LAYERING_Feeding;LAY-1;Lifting;13:58:32;13:58:39
B13;LAYERING_Feeding;LAY-1;Lifting;13:58:42;13:58:49
B13;LAYERING_Feeding;LAY-1;Lifting;13:58:52;13:59:11
B13;LAYERING_Feeding;LAY-1;Lifting;13:59:14;13:59:25
E13;LAYERING_Feeding;LAY-1;Stand;13:59:41;13:59:56
E12;LAYERING_Feeding;LAY-1;Lifting;13:59:59;14:00:07
D12;LAYERING_Feeding;LAY-1;Lifting;14:00:10;14:00:19
E12;LAYERING_Feeding;LAY-1;Lifting;14:00:24;14:00:31
E11;LAYERING_Receiving;LAY-1;Lifting;14:00:35;14:00:50
E12;LAYERING_Feeding;LAY-1;Lifting;14:00:55;14:01:18
B12;LAYERING_TempoStore;LAY-1;Lifting;14:01:42;14:01:55
E12;LAYERING_Feeding;LAY-1;Rolling-Feeder;14:02:01;14:03:53
D9;LAYERING_Receiving;LAY-2;Rolling-Receiver;13:51:33;13:53:55
D9;LAYERING_Receiving;LAY-2;Rolling-Receiver;13:53:57;13:58:41
D8;LAYERING_Receiving;LAY-2;Stand;13:58:44;14:00:12
C10;LAYERING_Receiving;LAY-2;Sit;14:00:18;14:02:16
C10;LAYERING_Receiving;LAY-2;Rolling-Receiver;14:02:18;14:03:53
D10;LAYERING_Receiving;LAY-3;Assiting;13:51:25;13:51:37
D10;LAYERING_Receiving;LAY-3;Sit;13:51:39;13:51:53
C11;LAYERING_Receiving;LAY-3;Sit;13:51:58;13:52:56
C11;LAYERING_Receiving;LAY-3;Assiting;13:53:02;13:53:38
C11;LAYERING_Receiving;LAY-3;Assiting;13:53:41;13:55:49
C11;LAYERING_Receiving;LAY-3;Sit;13:55:52;13:56:38
C11;LAYERING_Receiving;LAY-3;Sit;13:56:41;14:02:10
C11;LAYERING_Receiving;LAY-3;Assiting;14:02:14;14:02:23
C11;LAYERING_Receiving;LAY-3;Assiting;14:02:26;14:03:42
D8;LAYERING_Receiving;LAY-5;Assiting;13:51:39;13:53:57
C9;LAYERING_Receiving;LAY-5;Sit;13:54:00;13:54:27
C9;LAYERING_Receiving;LAY-5;Assiting;13:54:30;13:56:23
C9;LAYERING_Receiving;LAY-5;Sit;13:56:25;13:57:13
C9;LAYERING_Receiving;LAY-5;Assiting;13:57:16;13:58:33
C9;LAYERING_Receiving;LAY-5;Sit;13:58:35;14:00:58
C9;LAYERING_Receiving;LAY-5;Sit;14:01:02;14:02:08
C9;LAYERING_Receiving;LAY-5;Assiting;14:02:11;14:02:25
C9;LAYERING_Receiving;LAY-5;Assiting;14:02:29;14:03:50
G14;LAYERING_Feeding;LAY-6;Sit;13:51:57;13:54:57
C11;LAYERING_Receiving;LAY-6;Walk;13:55:01;13:55:09
E9;LAYERING_Receiving;LAY-6;Sit;13:55:12;14:03:35
E13;LAYERING_Feeding;LAY-1;Rolling-Feeder;14:03:56;14:07:41
D12;LAYERING_Feeding;LAY-1;Lifting;14:07:47;14:08:04
E12;LAYERING_Feeding;LAY-1;Rolling-Feeder;14:08:11;14:08:40
B13;LAYERING_Feeding;LAY-1;Lifting;14:08:43;14:08:51
B13;LAYERING_Feeding;LAY-1;Lifting;14:08:53;14:08:58
B13;LAYERING_Feeding;LAY-1;Lifting;14:09:01;14:09:06
B13;LAYERING_Feeding;LAY-1;Lifting;14:09:09;14:09:16
C10;LAYERING_Receiving;LAY-1;Lifting;14:09:19;14:09:29
C12;LAYERING_Feeding;LAY-1;Walk;14:09:31;14:09:37
C9;LAYERING_Receiving;LAY-2;Rolling-Receiver;14:03:54;14:05:17
C9;LAYERING_Receiving;LAY-2;Assiting;14:05:20;14:06:29
C9;LAYERING_Receiving;LAY-2;Rolling-Receiver;14:06:31;14:07:50
C8;LAYERING_Receiving;LAY-2;Stand;14:07:54;14:08:18
C8;LAYERING_Receiving;LAY-2;Rolling-Receiver;14:08:20;14:09:02
D8;LAYERING_Receiving;LAY-2;Stand;14:09:08;14:09:56
C11;LAYERING_Receiving;LAY-3;Assiting;14:03:54;14:04:02
